2,1.0656712892208535,0.925415133625723,1.25355947334536,2.0910187391168744,0.3658601071764297
2,0.7371535071407962,0.7103082506524222,1.4722008643091309,1.2715114267448737,0.061569102545885435
1,1.3309820354665474,0.0960993070514171,1.6547275525252667,1.6301263631455853,0.4731287758352689
1,0.0,0.1291098997372327,0.692711270775639,1.4520836729725497,0.8407940220422598
1,0.32152815409189733,0.09209944155194193,0.9061897486673574,1.2697425680244212,0.7839163408388913
2,0.9463175491373481,0.4103340515849917,1.6382084725139041,0.8926869173754524,0.05716156946443172
2,0.569458950844431,0.0,1.1329405564327832,1.793583388097673,1.9490411037198827E-32
1,0.029254906119673338,0.2006837756047249,0.731568455718935,1.5292292507412104,0.7514555574560493
2,0.8377168900861326,0.3253649820782604,1.5114764312803994,1.5901964877604466,0.05090130131951285
1,0.4723040140795553,0.16445281601558343,9.8089026966288E-33,1.537005855035462,0.5480325168231664
1,1.4764266835593702,0.08161120589241933,1.7181441595458515,1.370496087441435,0.4992793837594512
2,1.2111437151698334,0.44664527385856023,1.5354016369509251,1.7201281711499221,1.1126281857805933
2,0.5953474851322238,0.024633039071147885,1.121020516401653,1.8981315716001463,0.01114841991875958
1,0.17253267565888364,0.10560291983567448,0.9615385553304268,1.1488369826273692,0.5750082752516258
1,0.47560759479277365,0.09187220274667375,1.1531111695105976,1.1651867561240692,0.5819029814362541
2,0.8100038570423912,0.5613315495749956,1.3264719717258306,1.6798551429634454,0.34314359559167446
1,0.9434104071158518,0.27427682539726006,1.47237844242343,1.7516670726648292E-32,0.35215414391357
1,0.112805049002697,0.17124810763498707,0.7169210127430132,1.433523600246741,0.707764059508313
2,1.5977016130008106,0.5433632250837249,1.6494174307002183,1.3929730458961467,1.06355375977082
2,0.9890517405898526,0.8286527229335738,1.5072581321371126,0.9770336759978514,0.264129886473821
