2,0.0018906581620206074,0.056995192029836675,0.0013588595006025438,0.0030211973589815734,0.03533396489981287,3.6664183882083735E-4,4.6944209315653536E-4,0.11499043378410277
3,0.00988060548849127,0.01908100610418655,0.11090667635674738,0.018152937943254052,0.09293078124945171,5.93832875297085E-4,6.737436621261471E-4,0.0617232664868041
4,0.015256821314883415,0.035723215409170235,0.0326361735664833,0.01567245335251879,9.805441787516733E-4,7.508098058663073E-4,6.807437882653974E-4,0.07734336822034327
3,0.014527513383188022,3.13186109159717E-31,0.05387368687453353,0.01219396137924295,0.03529090255007602,5.053568031233149E-4,9.906365897319022E-4,0.04452386400587719
3,0.0027020133964188787,0.009049658180346186,0.036442140703341556,0.001665904853172782,0.02999408125930622,1.4838718805497845E-4,1.4028559374223417E-4,0.03426753570680112
2,0.0026878503113809387,0.04546302830924702,5.385457057327885E-32,0.0017333917821582955,0.03159442178190353,9.098134221113907E-5,2.652975347018406E-4,0.09164389302270538
4,0.015878301582185457,0.024508957842107385,0.03110275216171835,0.016895664531561792,1.8725804886571794E-32,5.929231930228541E-4,5.205163194807423E-4,0.07402627742184707
3,0.004163495915739318,0.005624576367308141,0.038859853999141686,0.003301123994647508,0.02685401673845033,2.3198513379963598E-4,2.7100928607464326E-4,0.03443895369066932
4,0.013246579977696309,0.027042212890030354,0.02944264554348365,0.012286118543372661,9.438627744076182E-4,6.027052845597635E-4,4.228930097977176E-4,0.08322861259772367
1,0.012055062162608356,0.04495515605011519,0.10364422957115231,0.00686092783363836,0.08588374270169158,5.102477239671303E-4,3.673306874197428E-4,6.257189802531769E-31
2,5.329550115186872E-32,0.020662161537763218,0.011711759710652695,1.4317361913530925E-31,0.016027373127066837,8.028268210928592E-31,3.547952729097652E-32,0.056094594429691516
3,0.014474594012407152,0.009956666973412614,0.08190493473543003,0.014809406334878964,0.06502517843881818,6.886871077168432E-4,6.374337150401154E-4,0.03327426328438468
2,0.0010718752368122791,0.03790609819773544,0.0030254662574235986,0.0015449874334801839,0.02869429148082902,8.066330994927565E-5,2.0907494972944937E-4,0.0739730712954318
4,0.01460260230186671,0.019839025687259797,0.032026279198152055,0.014765395625670311,7.742415881155072E-4,4.2143352583678793E-4,4.968131126327318E-4,0.06657666073958836
2,4.7957848177666526E-4,0.023541134036262283,0.007637072273341076,6.74020472492222E-4,0.020673269136308438,9.909980355933301E-5,2.367233484650703E-5,0.05686214221754373
2,0.0015690126502172284,0.041095883292130354,0.002948004069833776,0.0022459726468939743,0.03715625846884663,1.497392951726628E-4,1.4818205116228484E-4,0.09483415621455908
